image_id,supplier_name,supplier_details,receiver_name,receiver_details,tax_rate,TVA_amount,invoice_number,invoice_date,total_HT,total,Product_Designation
img20191018_12000049_0001.jpg,STE TMTC,"Z  BOUHJAR 5015 MONASTIR,TEL : 31501253 FAX : 32400253,RC : 51585852012,MF, 1244746Y/AIM;000",MEDDIS SA,"CENTRE COMMERCIAL TUNISCITY ARIAN,TUNIS,Mat fiscal,783298M/P/M",19.0 0.0,32357,FACTURE Ndeg FT002502,03/11/2018,4731865,5686866,"oevioosaker DRAP EPONGE VELOUR 100160 BAKI AVA BEIGE FONCE REF,DEVIUICAPC DRAP EPONGE VELOUR 100160 CAPRAZ GRIS REF 70977,JEVIJICAPSA DRAP EPONGE VELOUR 190*160 CAPRAZ SAUMON REF 10768,DRAF EPONGE VELOUR 70*140 BAKLAVA BEIGE FONCE REF,60561,CL /7OBAKBAT DRA- EPONGE VELOUR 70*140 BAKLAVA BEIGE REF 0083,DEV7OCAPG A DRAP EPONGE VELOUR 70*140 CAPRAZ GRIS REF 70977,pevrocaec DRAP EPONGE VELOUR 70*140 CAPRAZ PISTACHE CITRON,DEV7CCAPSA 1 DRAP EPONGE VELOUR 70deg*49 CAPRAZ SAUMON REF 10768,DEV190BAKEG DRAP EPONGE VELOUR BAKLAVA 100160 BEIGE REF C083,DEVAG0CAPPC D,ne VELOUR CAPRAZ 100deg160 PISTACHE CITRON,SEV50BAKBF  SERVIFTTE EPONGE VELOUR 59*90 BAKLAVA BEIGE FONCE,A,S-VEUCAPSAU SERVIETTF EPONGE veOur Xgreo CAPRAZ SAJMON,:,k,SHLSOBAKBGF SERVIFTTE EPONGEYVELOUR BAKLAVA $0""90 BEIGE REF 0083,"",\ %,SERVIETTE CPONGE VELOUR CAPRAZ 50*90 GRIS REF 70977,S,ES,.,svocrrec--SEMIETE EPONGE VELOUR cAPRAZ 50""90 PISTACHE,SERY"
img20191018_12004923_0001.jpg,STE TMTC,"Adresse Rte de Tunis km 11-3021 Sakiet ezzit - Sfax - TUNISIE,74 86 29 69 - Fay 00 215,/ 74 86 29 68,Tel 20 216/,CCB BNAO31I28117011500457891",MEDDIS DISTRIBUTION HYPER GEANT,"CENTRE COMMERCIAL TUNISCITY 2032 ARIANA,M.F : 00783298M/P/M/000",19.0 0.0,32357,FACT18002762,08/10/2018,1034370,1034970,"SHETOURNESOL 2L SHEFIA TOURNESOL 2L, SHETOURNOSOL 5l SHEFIA TOURNOSOL 5L,ne SHEFIA HUILE DE TABLE 1L"
img20191018_12014970_0001.jpg,"CITALIA = --,A,industry}","Adresse LOT 501 AIN ZAGHOUAN NORD -LA MARSA 2046 -Code TVA TVA 1473667 AMA 000,Tei (216) 79 408 831 - Fax (216) 79408 497 -emal aousfa@cafetaiatn",MEDDIS DISTRIBUTION HYPER GEANT,"BOURGO MALE MIDOUN DJERBA,CENTRE COMMERCIAL TUNISCITY,2032 ARIANA,TS,TVA : 78329BMPMO00,Cod",19 00%,210086,FACT18002762,110618.0,122407720,1316466,"CPS COMP NES CARAMEL (10 CPS) I,CAP THE NESPRESSO MENTHE(10 cap),CAP THE NESPRESSO CITRON (10 cap) <,loue MOULU ESPRESS0 (250 g) L/,BLUE ARABICA (paquet de 10 cap)"
img20191018_12024534_0001.jpg,"STE,BDEAGRO","Adresse : 20 avenue des USA 1002 Tunis belvedere,MF1483588HNM000,E-MAIL: vente.royalagro@gmail.com",Nom : MEDDIS DISTRIBUTION,"Adresse: CENTRE COMMERCIAL TUNISCITY,MF: 783298M/P/M/0C0",19 00%,210086,ECT 280-18,09/11/2018,833600,884200,"PIMENT ROUGE,PIMENT BAKLOUTI,COURGETTE,AUBERGINE,HARICOT VERT,PETIT POIS,OIGNON BLANC,POIRE WILLIAMS A,GRENADE A,FIGUE DE BARBARIE,HARICOT ROUGE"
img20191018_12045374_0001.jpg,ALLIANCE TRADING COMPANY,"Route Touristique. Boulevard 14 Janvier,4051 Khezama Est. Sousse,1416395/A/AJM/000,25 822 121,Mvww atcsport.TN",STE MEDITERRANEENNE DISTRIBUTION MEDDIS GEANT,"Centre commercial TUNISCITY 2030 ARIANA,M/F 783298M/P/MS0/0,2081 ARIANA NORD,Tunisie,783298M/P/M/0/0",19 00%,210086,FC0061 /2018,Date : 27/12/2018,1682490,2002763,BANC DE MUSCULATION
img20191018_12053848_0001.jpg,ALLIANCE TRADING COMPANY,"Tdeg Societe Mediterraneenne De,Commerce Immeuble Express B14,etage 5 Centre Urbain Nord. 1082,Tunis,RC Ndeg: B0917872008,Code TVA: 1042935 E/P/M/000,Code en Douane: 1042935E,Tel: +216 54 97 24 62,\(c),Mobile: +216 92 15 77 48,Societe Mediterraneenne De ES,et vente en gros de tout produits divers,Immeuble Express B14 etage 5 Centre Urbain Nord 1082 Tums,RC: B0917872008 - MF: 1042935 E/P/M/000 - CD- 1042935E,Tel: +216 54 97 24 62 / Mobile +216 92 15 77 48 / Mail. contact smdc tn,Banque QNB Manzah9 / RIB 2302 3102 3002 5020 Q102","(a,Client : Meddis Distribution","Adresse : centre commercial,Tunis City 2032,Code TVA :783298M/P/M/000,Telephone :70 836 000",TVA 19%,10538,FAA000003,23/10/2018,55462,66000,"Remise Hors facture,trimestrielle 0.50 % du chiffre ',d'affaire sur la periode du,01/01/2018 au 30/09/2018"
img20191018_12062590_0001.jpg,MED CAKE COMPANY,"3 Rue des Entrepreneurs Z  Charguia Il Arrana 2035,Tel 70747 297 Fax 70 747 347,1F 1375945S/A/M/000 RIB BH 14086086101700043619,RC B25195352010 CD 1175945S,Email : info@goutinel com tn Siteweb [www goutinel.con,www goutinel.com tn"," ""000080 GEANT","CENTRE COMMERCIAL TUNISCITY -2032 ARIANA-TUNIS,* LF : 783298M/P/M/000,Tel. : 70 836 000 Fax. : 70835920",19%,61610,7001.0,27/11/2018,294783,386472,"LANGUE DE CHAT GOUTINEL GOUT CHOC 16*150G,LANGUE DE CHAT GOUTINEL NATURE 16*150G,CAKE VALENTINO VANILLE CHOCOLAT 6*385G"
img20191018_14173424_0001.jpg,MED CAKE COMPANY,"Rue M Ei Mounaouara Imm Chaabene,Saket Eddsaer- 3011 SFAX,MF 1386591 J/AM 000 RC DO08922015,Tel/ Fax 7429 29 00"," ""000080 GEANT","GEANT TUNIS CITY,2032 TUNIS ARIANA,783298 M/P/M 000",19%,366125,"FACTURE Ndeg,180546.0",Date. 22/09/2018,2141087,20293702,"LOT DE 3 BTE EPICE 0 5 L/ GM,LOT DE 3 BTE EPICE 0 25 L/PM,LOT DE 6 BTE A EPICE+SUPPORT,BOITE A PAIN ROTIN RANDA,EGOUTTOIR PAPILLON LADYSOFT/035, EGOUTTOIR TRANSP BURSEV/112194,EGOUTTOIR DBLE HONEY BEE LADYSOFT/078,SALADIER CRISTAL PM LADYSOFT/050"
img20191018_14221533_0001.jpg,H-F-M TE,Adresse ; Pre Assad Ibn El FOURA,Geant,"GEANT TUNIS CITY,2032 TUNIS ARIANA,783298 M/P/M 000",19%,153471,Facture ndeg : 0006/2018,Date : 16/05/2018,799740,961809,"030813940  Chemise Femme Manche long,Chemise lemme Manche Courie,022413420  Pyjama femme,0222311090  Chemise de nuit Femme"
img20191018_14240668_0001.jpg,H-F-M TE,"rue de papier immeuble ster,2014 Megrine Riadh Ben Arous Tunisie,Tel +2467*433264,Fax +21671432558,ME 1127231 V4A/M/000,RC B24192852909,a,DNA,RIB AMEN BANK 07 503 0073 101 112241 73","[Es Sen NT TUNIS,A,JS CITY,OCiete","Adresse CENTRE COMMERCIAL TUNISCITY,que Man TUNIS CITY,78329, Tei 216 70 836 000,Fax 261 7D 885 920",000%,153471,BL\FACTURE Ndeg FV1801345,07/1148,"nan,nan,51224100060,512244","284,nan","lune D OLIVES V EX ASSEMB: AGE << OLIVES ET ,OLIVIERS >> BOUTEILLE 0 75,HUILE DOLIVES V EX FRUIIEE,E OLIVES ET,QUVIERS BUUTEILLE 0 5L"
img20191018_14243949_0001.jpg,"LES FORMAGES DE FERMES,DU NORD","Fabrication de formage,Menzel Ghoul - 7060 Luque,TV 41577853/7/A/M/000","[Es Sen NT TUNIS,A,JS CITY,OCiete","Adresse CENTRE COMMERCIAL TUNISCITY,que Man TUNIS CITY,78329, Tei 216 70 836 000,Fax 261 7D 885 920",T.V.A 19%,149960,FACTURE Ndeg 2018/083,Uriq ie le 15/10/2018,907200,939824,"ANS),ss,enrsnssresseessnns Cliiate CR,..... DEMI sel... Wilson Gus,HS,srssecee vec vf,GS CHR,done ee cesser,ne eee esse eus. ADS,RRSET EE"",RTE,ju ua,SANS sel... Lil,DSL + pi Gen,mms"
img20191018_14250844_0001.jpg,Compagnie Tunisienne d'electronique,"CTE EL ATHIR - $ A au capital de 23 600 000 DT-RC Tunis B 17970 1996 Code TVA 388 L/A/M/000,Usine Siege Sociale. Commercial & SAV 27. Avenue Khereddine Pacha 1073 Montplaisr Tunis,Tel (00216) 71 904 133- Fax (00216) 71 908 782 / 71 901 095- Ndeg Vert 80 1000 12,Livraison 69. Rue 8601 -Z 1 Chargural-Tel 71 955272 - Fax 71 798 200 e-mail mag charguio@elathir com",STE MEDDIS,"GEANT TUNIS CITY,CTRE COMMERCIAL TUNIS CIF ARIANA,Code Fiscale 783298M PMO00",19 00%,7450,"RE SMS ppapercrol & SAV Avenue Hedi Nouiro - Sousse - C P 4000 - Tel 73 382 290 - Feate/208748818 1455,FACTURE No,4309/2018",du 02/06/2018,29865000,365207500,"INSTALLATION H G TUNIS +SUPPORT,021000074  INSTALLATION G TU SANS SUPPORT,INSTALLATION + SUPPORT SAMSUNG"
img20191018_14254199_0001.jpg,CAPTAIN SINDBAD,"Z.I. MADIAGASCAR,3000 SFAX,Tel: 74497479,Fax :74497211,MF : 620671 L/N/M/000,R.C: B11701999",STE MEDDIS GEANT BQ DJERBA,"BOURGO MALL MIDOUN,DJERBA,M.F.:,783298MPMO000",19 00%,7450,":,FACTURE,a,Ndeg,FS180418",13/1218,29865000,1316250,"SALADE FRUIT DE MER 400 GRS,PETITS POULPES NETTOYES 400 GRS,SEICHE NETTOYEE 350 GR,CREVETTE DECORT ROYALE 400 GRS"
img20191018_14261331_0001.jpg,AJIDAK GLOBAL TRAbE,"181. Avenue Habib Bourguiba,le kram -BP 2015 - Tums,Matricule Fiscal . 1451867M/A/M/000",MEDDIS,"GEANT TUNI-CICYCENTRE COMMERCIA,RUN OEVININY MEL SE LLIN TAN,R NOR IFIPMILANEZT,ARIANA,ARIANA],298/M/P/M,783298/M/P/M",19 00%,7450,Factyre Ndeg: 1800117,Megrine. le. 27/06/2018,3734595,"1945911,nan,7","VALISE NOIRE PF 26,VALISE BLEUE PF 20,VALISE ROUGE PF 20,VALISE ROUGE ME 24,VALISE MARRON PF 20,VALISE MARRON MF 24,Set Tracage Rhuler Flex 20cm 3pes,Regle Double decimetre flexible 20,Set Tracage Rhuler 30 em Wave Grip,Regle Double Decimetre Rhuler Flex,H Precision,Set Geometrdpcs Rhuler,kid art wax super jumbo 12ass,kid art wax de 6 ass,kid art wax de 12 ass,kid art blister de 6 ass /100g,kid art blister de 8 neon ass/100g,kid art blister de 12 ass/200g,kid art blister de 12 ncon ass/200g,kid art 6 pots de 25 g pate a model"
img20191018_14264977_0001.jpg,SOCOGES- DETICE DANONE,"2uele de Commerceet de Gestion - SARL au capital de 2 100 000 TND,dresse Kmi Route de Menzel Bouzelfa 8020 Sohiman Tel ""0024200 70024300 Fax 2 291 217,latricule Fiscal 2871B8E/A/M/000 Registre de commerce B17923197 Code en douane 450221M,umerc Bieu 82 101 454 (Service reclamations)",GEANT BOURGO MULL MIDOUN DJERB,"DJERBA MIDOUN,Matricule Hiscal  001110K/A/M/000",19 00%,7450,F1-18084402,30/11/2018,2053503000,2535900,"LAIT UHT PAQUET,LAIT ECREME DELICE,__ LAIT UHT PAQLET 1/2L"
img20191018_14275170_0001.jpg,MEDEC,"COMMFRCE EN GROS,F RUE IMEM I8N ARFA,NEGRHET *,2033 MEGRINE,26 21 7deg 86,Telephone,79.0 41.0 57.0 22.0,Telecopie,MEDEC SARL 5 RUE IMEM IBN ARFA- CODE TVA 988071 DAM 000,. medec@topnet tn,____ RG NdegB024992007-CQDE EN DOUANE 825632B- EMAIL","STE MEDOIS * GEANT""","C(c) COMMERCIAI TUNIS CITY,CROIST TJNIS/ BIZ ET RIE BORJ TOUIL,ARIANA,CODE TVA 783298 M P M 000",TVA 19%,6064,FO000356,"18,18/09/18","4002136,nan",4689800,"2227E TS YAU METALIIQUE,-2FCSEUR ROT METAL SUR HIC/143,7 TZ UPLEUR 2 VOIES / 310,ZILrLEUR 3 VOIES ; 309,Z SALLE A HAIES 21CM FUX5230,SECATEUR 190MM LAME COURBEE,GANTS ROSIERS CATAL551,RATEAU 14 DENTS+ MANCHE HANDY,}SECATEUR 230MM,PISTOLET D'ARROS 8FONCTIONS/213,OSCILATEUR D ARROSAGE REF752"
img20191018_14284574_0001.jpg,MEDEC,"Siege Social : Route de Moureddine KM 3.5 BP 82 Sousse 4000,S A RL au Capital de 250.000 MDT,RC : B 2644602008 / MF : 1072091 A/P/M/000,Dane 99 9e sen,Ets Secondaire : Km 12.2021 Oued Elil Manouba - Tel: 71 535919 71 428 197","SD A a22/A 1e MEDITER DE DISTRIBUT,MEDIS","Cite Mehiri,2045,Cite Meniri,<< Code TVA :783238MPM000",19%,151522,"MRECO TENISEE DISTRIBUTION,800!,5,L",19/41/2018,489,nan,"DELIGHT CHOCOCHIPS 24-100 GIE 7 U34,CREAMS CHOCOLAT 24*84 GR,CREAMS MANGA 24*84 GR,CREAMS FRAISE 24*84 GR,CREAMS ORANGE 2484 GR,CREAMS VANILLE 24*84 GR,CREAMS NOIXCOCO 2484 GR,BIG BREAK 121235 GR,BREAK SUPA 1 FINGER 12deg24*19 GR,BREAK DELIGHTS 12*12deg25 GR,FIOR! NOUGAT 1212deg36 GR,YONKERS 12*12*35 GR,HAPPY BREAK CHOCO 12*24""1E GR,BREAK RIZZO 12*12""35 GR,FIORI CARAMEL A 1740 GR,ROLLMRPEE KRAMER 24deg24deg24 GR"
img20191018_14305072_0001.jpg,"SITE YONOPIS,YONODIS SUARL","C6ec ""ARIAN DROUD . ENNASK,2 20357,RCNdeg B03247872015,CODE TVA 1433050 Z A M 000",MEDDIS GEANT,"2032 ARJANA TUNIS,MF 783298 MPM 000",19%,16402740,FACTURE Ndeg112 2018,Date: 04/08/2018,86406000,1029474,BOUTEILLE A EAU DECORE RENGA 1 L
img20191018_14312563_0001.jpg,Societe K M Distribution,"Appt C08 cite La Gazelle 2083,Tel./Fax (00.216) 53 356 024 / (00.216) 70 935 050,M Fiscal 1255968A/A/M/000,RC B24135382012","2018/00095 ) AE,SOCIETE MEDITERRANEENNE DE","DISTRIBUTION MEDDIS,CENTRE COMMERCIALE TUNISCITY-2032 ARIA,],Mat Fiscal 783298 M/P/M/000",19.00,288468,FACTURE Ndeg112 2018,ur  15/09/2018,1518253,1807321,"ETAGERE EN BOIS 50*40 BLANC,ETAGERE EN BOIS 60*24 WENGE,ETAGERE EN BOIS 60*24 CHENE BROSS,ETAGERE EN BOIS 60*24 CHENE BLANC,ETAGERE EN BOIS 101*24 WENGE,ETAGERE EN BOIS 60*24 EP 16 WENGE,ETAGERE EN BOIS 60*24 EP16 CHENE BL,ETAGERE EN BOIS 75X24 EP 16 BLANC,ETAGERE EN BOIS 100*24 EP16 CHE BLA,DEUX SUPPORTE EN TUBE 22CM BLAN,DEUX SUPPORTS EN TUBE 30CM BLAN"
img20191018_14331372_0001.jpg,"Sogete Tunisienne,de Promotion de l'industrie""","Cagnes y ggealt Jundlue nuls BOB - D sus ne B ais us 3e puaut,y eluedi ul 33 1540 008 re .,SARL au Capital de + 540 0OD DT- Siege socrat et Usines Route de Gabas km 8 BP Ndeg9 5083 Thyna Sfax (Tunisie),Email : generai conmerce@glanet tn nssfYl ss. Fax*74289 132 As Tel: 74089129 749280 140 74280178,Site web: www sotupnin com - Matricule Fiscai: 43577 ZAM 000 - RC. 21344 1997. CD 2221350,CC. Ainen Bank 07700000310111761477- C.C B.STB  10125114100370878822TND", MEDDIS DISTRIBUTION,"fe!,Ms C ERRIADH MANNOUBA/BC,Adresse,Matnoule roue UM m000",19.00,47450,Le 31072018,18/08/20:,21600,"nan,7898707", VENTILATEUR SPORT 50
img20191018_14345229_0001.jpg,"""ste chasa","Adresse 92 AV LOUIS BRALLE Cite el Khadra - 1003 Tunis - MF  1192806/E/A/M/000,Banque AB -R1B Ndeg 07 020 0092101102477 80",Fact :41100158 LA MEDITERRANENNE DE DISTR,"000 ELAOUINA CENTRE,Liv: LA MEDITERRANENNE DE DISTRIBUT MEDD,CENTRE COMMERCIAL TUNIS CITY CROISE,MF : 0783298M/P/M/000",19.00%,47450,FVC180015,13/12/18,909684,1083001,"HOCHET EN BLISTER H8061,COFFRET ACCESSOIRES DE BAIN R Y783,SAC BEBE SA8004,SAC POUR BEBE R EF 8008"
img20191018_14354453_0001.jpg,"Agri Business Company,CONSERVERE THON ET SARDINE","3CO S.A capital de 6 000 06 DT- RC :B 1106721998 TVA : 633423P/A/MO00-BIAT RIB *68005000651001756976-Z.1 Ezzahra impasse AEnmrai Ben Arous CP2N%4 Tunisie,Tel :+216 71 454 833- Fax :+216 71 454 832 -usine: Sidi Daoud Tel : (+216) 72 294 515/ Email : abco@planet.tn,www.sididaoud.com",GEANT { jerba),"Fax,A Tel,CDE 1805701,Ndeg Commande",19.00%,139482,"BE\ FACTURE Ndeg,FAC-1805344",5 Decembre 2018,916712,105649,"SARDINES 120 Gr HV-OF SD,THON ENTIER 160 Gr SD-NAT-FR,THON MIETTES 80 GR HV-HARISS"
img20191018_14394655_0001.jpg,"Agri Business Company,CONSERVERE THON ET SARDINE","3CO S.A capital de 6 000 06 DT- RC :B 1106721998 TVA : 633423P/A/MO00-BIAT RIB *68005000651001756976-Z.1 Ezzahra impasse AEnmrai Ben Arous CP2N%4 Tunisie,Tel :+216 71 454 833- Fax :+216 71 454 832 -usine: Sidi Daoud Tel : (+216) 72 294 515/ Email : abco@planet.tn,www.sididaoud.com",HYPER GEANT TUNISCITY,"EUR COMMERCIAL TUNIS CITY 2032 TUNIS ARIANA,[ur . 0783208m/prmj000",19%  [erurHT ,24259,FACTURE Ndeg 32,"----,PTE LE OI Mar,Mardi. Le 01 Mat 2018",866571,89143007," 0001.0042 Ciambelline ailo yogurt ( biscuits au,yaourt) 200g,0001 0071 Fanina { preparation sucre et salee ),2x500g, 0001.0055 [Taglatelle ( aux oeufs) 250g, 0001.0057 Lasagne ( aux oeufs) 250g,12205.252 .Chiffenini Bio ""1881"" 500g,12220.005 Spaghett Bio Int ""1881"" 500g,12221 036 Fusilt Bio int ""1881"" 5009"
img20191018_14401538_0001.jpg,Societe Mediterraneenne de Production Agricole,"Imm Smti. 7one Portuaire 2049 RADES TUNISIE,ONISIE,mm Sratr. fone Portuatre 2049 RAD,Tel 71448530,HLel_71448530,Cax,ZIH8512,Fax 71448512,E-mail contact@smpa com tn,Code Fournisseur,Code Fournisseur",GEANT TUNISCITY,"BRIANA),ARIANA,2032 ARIANA TUNIS,Tel 70836000,Fax 70835920,78329800MPMO00",19%  [erurHT ,24259,Avoir Ndeg : 2018F01479,02/06/2018,20000,20000,SALADE FFUILLE DE CHENE VERTE
img20191018_14460942_0001.jpg,IQCIETE AMEN NEGOCE SAR,"TE KHADHRA,003 TUNIS,00216 36 45 61 07,GO0MW/A/1105078H,B01101232009,10 006 DT",Uuveer GEANT TUNIS CFY,"CENTRE COMMERCIAL TUNIS CITY,2032 ARIANA,O00/M/P/783258M",19.00,279604,FA2018/0195,07/07/2018,1839500,175804,"COFF HOM BILLIONNER 2P,COFF HOM X-BLACK 2P,COFF HOM TESCRO 2P,EDT HOM TESORO 100ML,EDT HOM X-BLACK 100ML,EDT HOM COPACABANA M 100ML,COFF FEM PRETTY LADY 2P,EDP FEM X RED 100ML"
img20191018_14464723_0001.jpg,SOGIETE AUTO MAGIC,"Zi ROUTE,DE M SAKEN,4013MESSADINE - SOUSSE,028291 Y A M 000,Code TVA,73.0 325.0 10.0,Telephone,73.0 323.0 14.0,Telecopie",GEANT TUNIS CITY,"C COMMERCIAL TUNIS CITY ARIANA,783298 M P M 000,Cade TVA",3030277 1900%,575763,"201.0 800907.0,LL",02/08/18,3030277,3606630,"TAPIS STANDARD EDISON,2PCS,PARASOLEIL ARRIERE AM821,COMPRESSEUR AUTO,AM59011,POMMEAU COBRA DL 300,PROTEGE PORTIERE AM271,COMPRESSEUR AUTO AVEC,INTERRUPTEUR 12V,PARASOLEIL LATERAL AM202,1 ASPIRATEUR XD106,PROTEGE PEDALE 91045,RETRCVISEUR AM1140,CLES DE ROUE D006,EPONGE VQ2080,CABLE COSSE BATTERIE,ARTO0762"
img20191018_14473497_0001.jpg,Societe des Eaux EUR >> Tunisie,"SABleaerTapital 4 200 000 DT,Km115 RN ndeg5 EL-Alia. Le krib. Sliana,Tel : 78 89 18 91 Fax 78 89 18 00,M.F : 1068501S/A/M/000,RC : B2467752008,Banque : QNB centre urbain nord,RLB : 23 000 ne 0,Depots de Distribution:,Tunis: Rond point Sidi Hsine SIJOUMI. Tel : 71 590 090. Fax : 71 590 525",GEANT TUNIS CITY,"783298 MPM 000,ARIANA",19%,221838,FA1800280,16/05/2018,1167566,3606630,Designations
img20191018_14484928_0001.jpg,SOCIETE AGRETUE DICK,"SA AU CAPITAL : 12 930 00007,GF1 ii 12,0 37120000",GRANT DUEREA RCA,"Lt DS FONDKS KIE (ET,SOntk HE MITA RFFRS,PEDENTRE. 4",19%,221838,FACTURE M F936973,16/05/2018,1167566,3606630,"ILE FOLET FRAIS GS C1),AILLE EN CARTON GS CL"
img20191018_14492869_0001.jpg,SOCIETE AGRETUE DICK,"SARL. au Capital de 8500 000 DT-RC 8135142001 - T.VA. 719123 B/P/M/000 Food Satety System,es noel,Kassaaa 2013 de ARoLs,Administration Tel .71 381 438 / Fax,: 71 388 361 / Site web www.happys.in,h,',P,/ Fax 71 388 775,Commercial : Tel: 71 385 005","STE LA,STE LA MEDITERANIENNE DE DISTRIBUTION MEDDIS","ARIANA-GEANT,ARTANA-GEANT,CENTRE COMMERCIAL TUNIS CITY,CENTRE COMMERCIAL TUNIS CITY),ARIANA,Coda TVA 7839Q8I4PMONO",19%,221838,FACTURE M F936973,16/05/2018,1167566,2169784,L > paquet de 5 Pain sandwich precuit
img20191018_14501022_0001.jpg,"de la We,des produits","Siege Social : 1 1Bis. rue Labid / 1002 Tunis / Tun sie,Tel +216 71 832 440 / Fax +216 71 833 210,Usine + Rue Ndeg27 / GP},GP1 / Km 1.5 / Diebel Eiloud,/,/k,l,j,Tel. +216 71 498 693 / Fax. +216 71 49B 614,k,Email commerciaihdpm@horchan: com",MEDDIS GEANT,"ARIANA,ARIANA,783298M/P/M/000,Matricule Fiscal",19%,795061,SM1804643,31/1218,4184530,"nan,980181,4980191","SAUMON FUME ODYSSEE 100g,SAUMON FUME AUX HERBES 100g,SAUMON FUME AU POIVRE 100g,SAUMON FUME ODYSSEE 200g,SAUMON FUME ODYSSEE 1kg,SAUMON FUME ODYSSEE TRANCHETTE,SAUMON FUME ODYSSEE 50g,[saumon FUME AUX HERBES ODYSSEE 50GR,SAUMON FUME AU POIVRE ODYSSEE 50GR,SAUMON FUME A LANETH CDYSSEE 50G,SAUMON FUME 500G"
img20191018_14524068_0001.jpg,"Ste CEPTUNES S.A.,4","BP 101 2450 GROMBALIA - TUNISIE,Tei (216) 72 212 725 / Fax (216) 72 212 685,E-mail ceptunes@iopnet in,: 385 259 M/ A/ M / 000,ID. Fiscal",MEDDIS - GEANT TUNIS CITY -,"ARIANA,70.836 000,783 298 M P M 000",19 ;,1063601940,SM1804643,18/08/2018,73803481231200,10024803420," -DIDONA-VINROSE 75CL-,- VIN ROUGE 75 CL -,20010 . - JOUR & NUIT,& NUIT,- VIN BLANC 75 CL -,20020  -JOUR,- VIN BLANC 37 50 CE, -JOUR & NUIT,JOUR & NUIT - VIN ROSE 75 CL -,& NUIT - VIN ROSE 37 50 CL -, -JOUR,PETALE DE ROSE VIN ROSE 75 CL -, - CLOS DE CARTHAGE - VIN ROUGE 75 CL -,-CLOS DE CARTHAGE VIN BLANC 75 CL -,CLOS DE CARTHAGE - VIN ROSE 78 CL -,50010  - MAGNUM,-,VINROUGE 75CL- (c),50020  MAGNUM VIN BLANC 75 CL,-,50030  -MAGNUM VIN ROSE 75 CL -"
img20191018_14532875_0001.jpg,E.E.M,"ce 19068 000,u Cantal,ROUTE SOUSSE 2013 BEN AROUS,SA M000 RC. B11531998,307072,TI267888 21384 142 Fax 71427 155,B RI& Amen Bank Ndeg 07 101 00161 01103 286 17",STE LA MEDDIS DIST(GEANT),"CENTRE COMMERCIAL TUNIS CI,SDI THABET,ARIANA,783288 MPM 000",19 ;,1331888,"FV2 1825436"" Ndeg: 07 401.00161 05403 285 47 di eg nil oo ot,FACTURE Ndeg:,n,i",1841218.0,7309815,8642303,"SABRINE 1.5 L,TRANSPORT SABRINE1.5L,CANNETTE ARO. AGRUMES,TRANSPORT CANNETTE"
img20191018_14582869_0001.jpg,Carrefour informatique Gros,"25 RUE MUSTAPHA HJAIEJ NOUVEL ARIAN,09445U9ZAMO0O,MATRICULE FISCALE,Ne LS DE COMMERCE 8032792006,ru Arascroranes,carrefour info@topnet tn,Enfil,Site www ci-tuniste com",MEDDIS,"CENTRE COMMERCIAL TUNIS CITY,783208/MPM000,2032 ARIANA","19.00%,7.00%",437663,180045,12/01/18,2828550,3266213,"MANETTE DE JEUX PLAY STATION,PS3,SOURIS SANS FIL MACRO NOIR,MANETTE JEUX SIMPLE,CABLE HDMI15 M,CABLE HDMI 3M ROBUSTE,KIT MP3 ZIPPER,CASQUE MP3 SANS FIL BAT 5800,MANETTE DE JEUX PRO DISCOVERY,DJS-2023"
img20191018_15002964_0001.jpg,Carrefour informatique Gros,"SA au capttal de 1 500 000,Adresse,Z1 JBEL EL OUST ZAGHOUAN 1111 Tunisie,RIB,08047020021000019321 BIAT M'GHIRA K2,MF 9630987 AM000, R,RC B24640922006,C D 824577Z,E-mail alumenage@gnet tn,TEL 72 640 324 / 640 344,FAX 72 640 304",GEANT MEDDIS,"a ) Si _,ee,783298/M/P/M/000,C COMMERCIAL TUNIS CITY ARIANA,2032 ARIANA ARIANA TUNISIE","19.00%,7.00%",1390216,FCT-2018-513,13/06/2018,8132100,8707734,"POELE 2 30 Cook'Art Stone 27,LOT POELE 9 26 & CREPIERE 228 &,WOK 16 Cook'Art Selection Promo,POELE 3 26 Cock'Art Stone 27,POELE @ 24 Cook'Art Stone Induction 27,POELE GRILL30*30 Cook'Art Stone 27,FAITOUT @j 20 + CV Cook'Art Stone 27,FAITOUT G 24 + CV Cook'Art Stone 27,COUSCOUSSIER 6 L Cook Art Stone,Induction 27"
img20191018_15015447_0001.jpg,"Societe Essaada,de Patisserie TunisienneN","Code TVA :,783298M/P/M/000",GEANT MEDDIS,"Tunis Cite,Tunis,Tel","19.00%,7.00%",72911,Facture Ndeg : 2018/2426,22/10/2018,1096400,1115091,"Ain Ghzel di PS,Baklawa Amande,Kaak Warka Amande,Makroudh cas sie,Doigt ESSAADA islaeuli quel,NKHILET PM sal a jme Cas"
